Code Smell,Project,Package,Class,Method,IsSmell,SeverityLevel,Severity,ATFD_method,FDP_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,CDISP_method,AMW_type,ATFD_type,CFNAMM_type,DIT_type,FANOUT_type,LCOM5_type,LOCNAMM_type,LOC_package,LOC_type,NIM_type,NOA_type,NOCS_package,NOCS_project,NOMNAMM_project,NOMNAMM_type,NOM_project,RFC_type,TCC_type,WMCNAMM_type,WMC_type,WOC_type,NOM_type,AMWNAMM_type,NOCS_type,NOM_package,NOMNAMM_package,LOCNAMM_package,LOC_project,LOCNAMM_project,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Feature Envy,Duplicati.Library.Main,Duplicati.Library.Main,Controller,CheckAutoVacuumInterval(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,49,200,328,10,931,0,0,0,0,0,43,0,0,175,33,0,0,0,0,0,3,2.3333333333333335,0,9,12
Feature Envy,Duplicati.Library.Main,Duplicati.Library.Main.Operation.Backup,SpillCollectorProcess,"UploadVolumeAndIndex(SpillVolumeRequest target, IWriteChannel<IUploadRequest> outputChannel, Options options, BackupDatabase database)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,200,328,2,931,0,0,0,0,0,2,0,0,87,13,0,0,0,0,4,3,2.5,0,0,0
Feature Envy,Duplicati.Library.Main,Duplicati.Library.Main.Operation.Common,IndexVolumeCreator,"CreateIndexVolume(string blockname, Options options, Common.DatabaseCommon database)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,200,328,1,931,0,0,0,0,0,1,0,0,44,9,0,0,0,0,3,5,2.2142857142857144,0,0,0
Feature Envy,Duplicati.Library.Main,Duplicati.Library.Main.Operation,PurgeFilesHandler,"DoRun(Database.LocalPurgeDatabase db, Library.Utility.IFilter filter, Action<System.Data.IDbCommand, long, string> filtercommand, float pgoffset, float pgspan)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,200,328,1,931,0,0,0,0,0,3,0,0,98,39,0,0,0,0,5,4,2.420289855072464,0,0,1
Feature Envy,Duplicati.Server,Duplicati.Server.WebServer,RESTHandler,"DoProcess(RequestInfo info, string method, string module, string key)",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,81,184,4,328,0,0,0,0,0,7,0,0,33,14,0,0,0,0,4,4,2.6538461538461537,1,0,2
Feature Envy,Duplicati.Server,Duplicati.Server.WebServer,RESTHandler,"DoProcess(HttpServer.IHttpRequest request, HttpServer.IHttpResponse response, HttpServer.Sessions.IHttpSession session, string method, string module, string key)",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,81,184,4,328,0,0,0,0,0,7,0,0,33,14,0,0,0,0,6,0,0,1,0,2
Feature Envy,Duplicati.Server,Duplicati.Server.WebServer.RESTMethods,Backups,ImportBackup(RequestInfo info),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,81,184,5,328,0,0,0,0,0,5,0,0,96,84,0,0,0,0,1,4,2.7058823529411766,1,0,0
Feature Envy,Duplicati.Server,Duplicati.Server.WebServer.RESTMethods,Backups,"ImportBackup(string configurationFile, bool importMetadata, Func<string> getPassword, Dictionary<string, string> advancedOptions)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,81,184,5,328,0,0,0,0,0,5,0,0,96,84,0,0,0,0,4,3,2.2857142857142856,1,0,0
Feature Envy,Duplicati.Server,Duplicati.Server.WebServer.RESTMethods,ServerState,"POST(string key, RequestInfo info)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,81,184,2,328,0,0,0,0,0,2,0,0,96,84,0,0,0,0,2,4,2.5,0,0,0
Feature Envy,Duplicati.Server,Duplicati.Server.WebServer.RESTMethods,ServerSettings,"GET(string key, RequestInfo info)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,81,184,2,328,0,0,0,0,0,2,0,0,96,84,0,0,0,0,2,4,2.3636363636363638,0,0,0
Feature Envy,Duplicati.Server,Duplicati.Server.WebServer.RESTMethods,Backup,"ExportToJSON(IBackup backup, string passphrase)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,81,184,25,328,0,0,0,0,0,25,0,0,96,84,0,0,0,0,2,3,2.1666666666666665,0,0,0
Feature Envy,Duplicati.Server,Duplicati.Server.WebServer.RESTMethods,Changelog,"GET(string key, RequestInfo info)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,81,184,1,328,0,0,0,0,0,1,0,0,96,84,0,0,0,0,2,4,3.1818181818181817,0,0,0
Feature Envy,Files.Launcher,FilesFullTrust,NetworkDrivesAPI,OpenMapNetworkDriveDialog(long hwnd),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,100,2,165,0,0,0,0,0,4,0,0,74,56,0,0,0,0,1,3,2.3333333333333335,0,0,0
Feature Envy,Files,Files.Filesystem.StorageItems,FtpStorageFile,OpenSequentialReadAsync(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,422,1646,29,2139,0,0,0,0,0,29,0,0,377,338,0,0,0,0,0,3,2.142857142857143,0,0,0
Feature Envy,Files,Files.Filesystem.StorageItems,FtpStorageFolder,CreateFolderAsync(string desiredName),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,422,1646,42,2139,0,0,0,0,0,42,0,0,377,338,0,0,0,0,1,0,0,1,0,0
Feature Envy,Files,Files.Filesystem.StorageItems,FtpStorageFolder,"CreateFolderAsync(string desiredName, CreationCollisionOption options)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,422,1646,42,2139,0,0,0,0,0,42,0,0,377,338,0,0,0,0,2,3,2.142857142857143,0,0,0
Feature Envy,Files,Files.Filesystem.StorageItems,FtpStorageFolder,GetItemAsync(string name),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,422,1646,42,2139,0,0,0,0,0,42,0,0,377,338,0,0,0,0,1,3,2125,0,0,0
Feature Envy,Files,Files.Filesystem.StorageEnumerators,UniversalStorageEnumerator,"AddFolderAsync(BaseStorageFolder folder, StorageFolderWithPath currentStorageFolder, string dateReturnFormat, CancellationToken cancellationToken)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,422,1646,4,2139,0,0,0,0,0,4,0,0,7,6,0,0,0,0,4,2,2,0,0,0
Feature Envy,Files,Files.Helpers.ContextFlyouts,ItemModelListToContextFlyoutHelper,GetItem(ContextMenuFlyoutItemViewModel i),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,422,1646,8,2139,0,0,0,0,0,8,0,0,8,8,0,0,0,0,1,3,2.25,0,0,0
Feature Envy,Files,Files.Helpers,NavigationHelpers,"OpenDirectory(string path, IShellPage associatedInstance, IEnumerable<string> selectItems, ShortcutItem shortcutInfo)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,422,1646,11,2139,0,0,0,0,0,11,0,0,285,215,0,0,0,0,4,4,2.5294117647058822,3,0,0
Feature Envy,Files,Files.Interacts,BaseLayoutCommandImplementationModel,DecompressArchiveHere(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,422,1646,12,2139,0,0,0,0,0,46,0,0,69,29,0,0,0,0,0,3,2.1818181818181817,0,0,2
Feature Envy,Files,Files.ViewModels.Properties,SecurityProperties,SetFileOwner(string ownerSid),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,422,1646,11,2139,0,0,0,0,0,14,0,0,52,45,0,0,0,0,1,2,2,0,6,6
Feature Envy,Files,Files.ViewModels.Widgets.Bundles,BundleContainerViewModel,"AddItemsFromPath(IDictionary<string, FilesystemItemType> paths)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,422,1646,17,2139,0,0,0,0,0,19,0,0,42,37,0,0,0,0,1,2,2,0,5,5
Feature Envy,Files,Files.ViewModels,MainPageViewModel,"AddNewTabByPathAsync(Type type, string path, int atIndex = -1)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,422,1646,14,2139,0,0,0,0,0,14,0,0,157,97,0,0,0,0,3,2,2,1,1,1
Feature Envy,Files,Files.ViewModels,MainPageViewModel,GetSelectedTabInfoAsync(string currentPath),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,422,1646,14,2139,0,0,0,0,0,14,0,0,157,97,0,0,0,0,1,4,2.210526315789474,0,1,1
Feature Envy,Files,Files.ViewModels,MainPageViewModel,OnNavigatedTo(NavigationEventArgs e),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,422,1646,14,2139,0,0,0,0,0,14,0,0,157,97,0,0,0,0,1,3,2125,7,1,1
Feature Envy,Files,Files.Filesystem.Cloud.Providers,BoxCloudProvider,DetectAsync(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,422,1646,1,2139,0,0,0,0,0,1,0,0,5,5,0,0,0,0,0,2,2,0,0,0
Feature Envy,Files,Files.Filesystem.Search,FolderSearch,"GetListedItemAsync(string itemPath, WIN32_FIND_DATA findData)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,422,1646,10,2139,0,0,0,0,0,13,0,0,13,10,0,0,0,0,2,4,2.5,0,1,1
Feature Envy,Files,Files.Filesystem.Search,FolderSearch,GetListedItemAsync(IStorageItem item),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,422,1646,10,2139,0,0,0,0,0,13,0,0,13,10,0,0,0,0,1,3,2.0714285714285716,0,1,1
Feature Envy,Files,Files.Filesystem,StorageFileExtensions,"GetFoldersWithPathAsync(this StorageFolderWithPath parentFolder, uint maxNumberOfItems = uint.MaxValue)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,422,1646,19,2139,0,0,0,0,0,19,0,0,158,113,0,0,0,0,2,3,2.25,0,0,0
Feature Envy,Files,Files.Filesystem,StorageFileExtensions,"GetFoldersWithPathAsync(this StorageFolderWithPath parentFolder, string nameFilter, uint maxNumberOfItems = uint.MaxValue)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,422,1646,19,2139,0,0,0,0,0,19,0,0,158,113,0,0,0,0,3,3,2.2,0,0,0
Feature Envy,Files,Files.ViewModels.Properties,FileProperties,GetSystemFileProperties(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,422,1646,7,2139,0,0,0,0,0,8,0,0,52,45,0,0,0,0,0,2,2,1,1,1
Feature Envy,Files,Files.ViewModels.Properties,FileProperties,ClearPropertiesAsync(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,422,1646,7,2139,0,0,0,0,0,8,0,0,52,45,0,0,0,0,0,3,2.2,1,1,1
Feature Envy,SpellChecker,NetSpell.SpellChecker.Dictionary,WordDictionary,Contains(string word),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,51,9,71,0,0,0,0,0,12,0,0,14,11,0,0,0,0,1,2,2,2,2,2
Feature Envy,SpellChecker,NetSpell.SpellChecker.Dictionary,WordDictionary,Initialize(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,51,9,71,0,0,0,0,0,12,0,0,14,11,0,0,0,0,0,3,2.0416666666666665,1,2,2
Feature Envy,GitCommands,GitCommands,CommitDataManager,"CreateFromRevision(GitRevision revision, IReadOnlyList<ObjectId>? children)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,188,531,4,869,0,0,0,0,0,7,0,0,452,257,0,0,0,0,2,2,2,0,0,4
Feature Envy,GitCommands,GitCommands.Git,GitItemStatusConverter,"FromStatusCharacter(StagedStatus staged, string fileName, char x)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,188,531,1,869,0,0,0,0,0,1,0,0,52,36,0,0,0,0,3,0,0,0,0,0
Feature Envy,GitCommands,GitCommands,GitModule,GetRebasePatchFiles(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,61,188,531,83,869,0,0,0,0,0,183,0,0,452,257,0,0,0,0,0,2,2,2,4,22
Feature Envy,GitCommands,GitCommands,GitModule,GetFileContentsAsync(string? path),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,61,188,531,83,869,0,0,0,0,0,183,0,0,452,257,0,0,0,0,1,2,2,0,4,22
Feature Envy,GitCommands,GitCommands,GitModule,GetFileContentsAsync(GitItemStatus file),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,61,188,531,83,869,0,0,0,0,0,183,0,0,452,257,0,0,0,0,1,2,2,2,4,22
Feature Envy,GitEntensions,GitExtensions,Program,Main(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,0,0,0,0,0,6,0,0,6,6,0,0,0,0,0,3,2.090909090909091,3,0,0
Feature Envy,GitEntensions,GitExtensions,Program,LocateMissingGit(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,0,0,0,0,0,6,0,0,6,6,0,0,0,0,0,3,2.3333333333333335,0,0,0
Feature Envy,GitUI,GitUI.CommandsDialogs.BrowseDialog,GitStatusMonitor,Init(IGitUICommandsSource commandsSource),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,717,1759,3,4114,0,0,0,0,0,10,0,0,120,55,0,0,0,0,1,0,0,0,8,17
Feature Envy,GitUI,GitUI.CommandsDialogs,FormSparseWorkingCopy,BindSaveOnClose(FormSparseWorkingCopyViewModel sparse),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,717,1759,7,4114,0,0,0,0,0,9,0,0,1221,347,0,0,0,0,1,2,2,0,1,1
Feature Envy,GitUI,GitUI.Editor,CommitMessageHighlightingStrategy,"MarkTokens(IDocument document, IList<LineSegment> lines)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,717,1759,0,4114,0,0,0,0,0,1,0,0,158,54,0,0,0,0,2,3,2.6363636363636362,0,0,3
Feature Envy,JiraCommitHintPlugin,GitExtensions.Plugins.JiraCommitHintPlugin,JiraCommitHintPlugin,"gitUiCommands_PostRepositoryChanged(object sender, GitUIEventArgs e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,3,3,3,11,0,0,0,0,0,11,0,0,11,3,0,0,0,0,2,3,2.5,0,6,21
Feature Envy,GitStatistics,GitExtensions.Plugins.GitStatistics.PieChart,PieChart3D,FindPieSliceUnderPoint(PointF point),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,34,7,96,0,0,0,0,0,21,0,0,81,30,0,0,0,0,1,2,2,1,6,0
Feature Envy,ResourceManager,ResourceManager,LinkFactory,"CreateCommitLink(ObjectId objectId, string? linkText = null, bool preserveGuidInLinkText = false)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,28,82,1,130,0,0,0,0,0,10,0,0,82,50,0,0,0,0,3,2,2,0,0,3
Feature Envy,ResourceManager,ResourceManager,LocalizationHelpers,"GetRelativeDateString(DateTime originDate, DateTime previousDate, bool displayWeeks = true)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,28,82,5,130,0,0,0,0,0,6,0,0,82,50,0,0,0,0,3,2,2,2,0,1
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Converters,KeyValuePairConverter,"ReadJson(JsonReader reader, Type objectType, object? existingValue, JsonSerializer serializer)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,182,1160,1,1645,0,0,0,0,0,4,0,0,33,24,0,0,0,0,4,3,2.1052631578947367,0,0,3
Feature Envy,Newtonsoft.Json,Newtonsoft.Json,JsonValidatingReader,WriteToken(IList<JsonSchemaModel> schemas),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,182,1160,12,1645,0,0,0,0,0,34,0,0,390,253,0,0,0,0,1,3,2.4166666666666665,1,3,6
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Schema,JsonSchemaBuilder,ProcessSchemaProperties(JObject schemaObject),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,182,1160,11,1645,0,0,0,0,0,16,0,0,62,47,0,0,0,0,1,3,3,9,2,5
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,DefaultContractResolver,"SetExtensionDataDelegates(JsonObjectContract contract, MemberInfo member)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,182,1160,40,1645,0,0,0,0,0,45,0,0,273,151,0,0,0,0,2,3,2.263157894736842,0,0,5
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,DefaultContractResolver,"CreatePropertyFromConstructorParameter(JsonProperty? matchingMemberProperty, ParameterInfo parameterInfo)",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,182,1160,40,1645,0,0,0,0,0,45,0,0,273,151,0,0,0,0,2,0,0,1,0,5
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,DefaultContractResolver,CreateDictionaryContract(Type objectType),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,182,1160,40,1645,0,0,0,0,0,45,0,0,273,151,0,0,0,0,1,3,2.111111111111111,2,0,5
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,JsonArrayContract,CreateWrapper(object list),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,182,1160,0,1645,0,0,0,0,0,2,0,0,273,151,0,0,0,0,1,3,2.142857142857143,0,5,7
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,JsonSerializerInternalReader,"Deserialize(JsonReader reader, Type? objectType, bool checkAdditionalContent)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,182,1160,44,1645,0,0,0,0,0,44,0,0,273,151,0,0,0,0,3,2,2,5,0,0
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,JsonSerializerInternalReader,"EnsureType(JsonReader reader, object? value, CultureInfo culture, JsonContract? contract, Type? targetType)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,182,1160,44,1645,0,0,0,0,0,44,0,0,273,151,0,0,0,0,5,2,2,0,0,0
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,JsonSerializerInternalReader,"CalculatePropertyDetails(JsonProperty property, ref JsonConverter? propertyConverter, JsonContainerContract? containerContract, JsonProperty? containerProperty, JsonReader reader, object target, out bool useExistingValue, out object? currentValue, out JsonContract? propertyContract, out bool gottenCurrentValue, out bool ignoredValue)",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,182,1160,44,1645,0,0,0,0,0,44,0,0,273,151,0,0,0,0,11,3,2.3076923076923075,6,0,0
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,JsonSerializerInternalReader,"AddReference(JsonReader reader, string id, object value)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,182,1160,44,1645,0,0,0,0,0,44,0,0,273,151,0,0,0,0,3,2,2,0,0,0
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,JsonSerializerInternalReader,"ShouldSetPropertyValue(JsonProperty property, JsonObjectContract? contract, object? value)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,182,1160,44,1645,0,0,0,0,0,44,0,0,273,151,0,0,0,0,3,3,2.5,2,0,0
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,JsonSerializerInternalReader,"PopulateDictionary(IDictionary dictionary, JsonReader reader, JsonDictionaryContract contract, JsonProperty? containerProperty, string? id)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,182,1160,44,1645,0,0,0,0,0,44,0,0,273,151,0,0,0,0,5,2,2,13,0,0
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,JsonSerializerInternalReader,"ResolvePropertyAndCreatorValues(JsonObjectContract contract, JsonProperty? containerProperty, JsonReader reader, Type objectType)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,182,1160,44,1645,0,0,0,0,0,44,0,0,273,151,0,0,0,0,4,3,2.111111111111111,6,0,0
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,JsonSerializerInternalReader,"ShouldDeserialize(JsonReader reader, JsonProperty property, object target)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,182,1160,44,1645,0,0,0,0,0,44,0,0,273,151,0,0,0,0,3,2,2,0,0,0
Feature Envy,Newtonsoft.Json,Newtonsoft.Json.Serialization,JsonSerializerInternalWriter,"ShouldWriteProperty(object? memberValue, JsonObjectContract? containerContract, JsonProperty property)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,182,1160,29,1645,0,0,0,0,0,37,0,0,273,151,0,0,0,0,3,3,2.3333333333333335,1,2,3
